File Code,BLS Code,BLS Region,BLS Region 2,Scenario Code,Scenario,Time_Slice,CO2 effects,CO2 ppm,Adapt- ation,wheat,rice,coarse grains,protein feed,,grains,four commo-dities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,9,UKMO,Equilibrium,No,330,No,-40,-40,-35,-35,,-38,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,10,UKMO,Equilibrium,Yes,555,No,-28,-29,-31,-18,,-29,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,11,UKMO,Equilibrium,Yes,555,Level 1,-18,-18,-15,-10,,-17,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,12,UKMO,Equilibrium,Yes,555,Level 2,-9,-9,-7,-5,,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,25,CM3-A,2020,No,330,Level 1,-18,-18,-18,-18,,-18,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,26,CM3-A,2020,Yes,475,Level 1,-12,-14,-14,-10,,-13,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,27,CM3-A,2050,No,330,Level 1,-26,-26,-26,-26,,-26,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,28,CM3-A,2050,Yes,574,Level 1,-14,-15,-22,-9,,-17,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,29,CM3-A,2080,No,330,Level 1,-27,-27,-27,-27,,-27,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,30,CM3-A,2080,Yes,712,Level 1,-10,-11,-21,-4,,-14,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,31,CM2-S550,2020,No,330,Level 1,-4,-4,-5,-8,,-4,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,32,CM2-S550,2020,Yes,410,Level 1,0,-2,-4,-2,,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,33,CM2-S550,2050,No,330,Level 1,-3,-3,-4,-9,,-3,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,34,CM2-S550,2050,Yes,458,Level 1,3,2,-3,-1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,35,CM2-S550,2080,No,330,Level 1,-5,-5,-5,-11,,-5,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,36,CM2-S550,2080,Yes,498,Level 1,3,0,-3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,37,CM2-S550,2110,No,330,Level 1,-6,-6,-5,-10,,-6,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,38,CM2-S550,2110,Yes,530,Level 1,4,2,-2,4,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,39,CM2-S750,2020,No,330,Level 1,-4,-4,-5,-9,,-4,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,40,CM2-S750,2020,Yes,424,Level 1,0,-2,-4,-3,,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,41,CM2-S750,2050,No,330,Level 1,-5,-5,-5,-10,,-5,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,42,CM2-S750,2050,Yes,501,Level 1,3,0,-3,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,43,CM2-S750,2080,No,330,Level 1,-8,-8,-6,-12,,-7,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,44,CM2-S750,2080,Yes,577,Level 1,4,3,-2,5,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,45,CM2-S750,2110,No,330,Level 1,-14,-14,-9,-14,,-12,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,Turkey,Turkey,46,CM2-S750,2110,Yes,643,Level 1,1,0,-4,6,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,1,GISS,Equilibrium,No,330,No,-8,-8,-8,-8,,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,2,GISS,Equilibrium,Yes,555,No,4,3,-4,9,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,3,GISS,Equilibrium,Yes,555,Level 1,25,11,12,17,,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,4,GISS,Equilibrium,Yes,555,Level 2,25,11,12,17,,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,5,GFDL,Equilibrium,No,330,No,-21,-21,-21,-21,,-21,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,6,GFDL,Equilibrium,Yes,555,No,-9,-10,-17,-4,,-12,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,7,GFDL,Equilibrium,Yes,555,Level 1,6,0,0,13,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,8,GFDL,Equilibrium,Yes,555,Level 2,6,0,0,13,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,9,UKMO,Equilibrium,No,330,No,-35,-35,-35,-35,,-35,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,10,UKMO,Equilibrium,Yes,555,No,-23,-24,-31,-18,,-26,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,11,UKMO,Equilibrium,Yes,555,Level 1,-10,-8,-7,-1,,-8,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,12,UKMO,Equilibrium,Yes,555,Level 2,-5,-4,-3,0,,-4,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,25,CM3-A,2020,No,330,Level 1,-18,-18,-18,-18,,-18,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,26,CM3-A,2020,Yes,475,Level 1,-12,-14,-14,-10,,-13,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,27,CM3-A,2050,No,330,Level 1,-27,-27,-27,-27,,-27,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,28,CM3-A,2050,Yes,574,Level 1,-15,-16,-23,-10,,-18,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,29,CM3-A,2080,No,330,Level 1,-31,-31,-31,-31,,-31,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,30,CM3-A,2080,Yes,712,Level 1,-14,-15,-25,-8,,-18,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,31,CM2-S550,2020,No,330,Level 1,-6,-6,-4,-6,,-5,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,32,CM2-S550,2020,Yes,410,Level 1,-2,-4,-3,0,,-3,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,33,CM2-S550,2050,No,330,Level 1,-5,-5,-1,-5,,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,34,CM2-S550,2050,Yes,458,Level 1,1,0,0,3,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,35,CM2-S550,2080,No,330,Level 1,-7,-7,-3,-7,,-6,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,36,CM2-S550,2080,Yes,498,Level 1,1,-2,-1,4,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,37,CM2-S550,2110,No,330,Level 1,-5,-5,0,-5,,-3,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,38,CM2-S550,2110,Yes,530,Level 1,5,3,3,9,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,39,CM2-S750,2020,No,330,Level 1,-7,-6,-5,-8,,-6,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,40,CM2-S750,2020,Yes,424,Level 1,-3,-4,-4,-2,,-4,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,41,CM2-S750,2050,No,330,Level 1,-10,-8,-5,-11,,-8,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,42,CM2-S750,2050,Yes,501,Level 1,-2,-3,-3,0,,-3,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,43,CM2-S750,2080,No,330,Level 1,-12,-12,-5,-13,,-10,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,44,CM2-S750,2080,Yes,577,Level 1,0,-1,-1,4,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,45,CM2-S750,2110,No,330,Level 1,-14,-14,-5,-14,,-11,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,777,Russia + Republics,Russia + Republics,46,CM2-S750,2110,Yes,643,Level 1,1,0,0,6,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,1,GISS,Equilibrium,No,330,No,-36,-32,-25,-31,,-31,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,2,GISS,Equilibrium,Yes,555,No,-24,-21,-21,-14,,-22,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,3,GISS,Equilibrium,Yes,555,Level 1,-31,-13,-17,-6,,-20,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,4,GISS,Equilibrium,Yes,555,Level 2,-16,-6,-8,-3,,-10,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,5,GFDL,Equilibrium,No,330,No,-28,-26,-25,-26,,-26,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,6,GFDL,Equilibrium,Yes,555,No,-16,-15,-21,-9,,-17,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,7,GFDL,Equilibrium,Yes,555,Level 1,-26,-7,-17,-1,,-17,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,8,GFDL,Equilibrium,Yes,555,Level 2,-13,-3,-8,0,,-8,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,9,UKMO,Equilibrium,No,330,No,-54,-46,-38,-46,,-46,-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,10,UKMO,Equilibrium,Yes,555,No,-42,-35,-34,-29,,-37,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,11,UKMO,Equilibrium,Yes,555,Level 1,-51,-27,-30,-21,,-36,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,12,UKMO,Equilibrium,Yes,555,Level 2,-25,-13,-15,-10,,-18,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,25,CM3-A,2020,No,330,Level 1,-5,-5,-10,-10,,-7,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,26,CM3-A,2020,Yes,475,Level 1,1,-1,-6,-2,,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,27,CM3-A,2050,No,330,Level 1,-13,-13,-18,-18,,-15,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,28,CM3-A,2050,Yes,574,Level 1,-1,-2,-14,-1,,-6,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,29,CM3-A,2080,No,330,Level 1,-28,-28,-28,-28,,-28,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,30,CM3-A,2080,Yes,712,Level 1,-11,-12,-22,-5,,-15,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,31,CM2-S550,2020,No,330,Level 1,-4,-4,-8,-8,,-5,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,32,CM2-S550,2020,Yes,410,Level 1,0,-2,-7,-2,,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,33,CM2-S550,2050,No,330,Level 1,-8,-8,-11,-11,,-9,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,34,CM2-S550,2050,Yes,458,Level 1,-2,-3,-10,-3,,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,35,CM2-S550,2080,No,330,Level 1,-8,-8,-12,-12,,-9,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,36,CM2-S550,2080,Yes,498,Level 1,0,-3,-10,-1,,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,37,CM2-S550,2110,No,330,Level 1,-10,-10,-14,-14,,-11,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,38,CM2-S550,2110,Yes,530,Level 1,0,-2,-11,0,,-4,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,39,CM2-S750,2020,No,330,Level 1,-5,-5,-8,-8,,-6,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,40,CM2-S750,2020,Yes,424,Level 1,-1,-3,-7,-2,,-4,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,41,CM2-S750,2050,No,330,Level 1,-8,-8,-11,-11,,-9,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,42,CM2-S750,2050,Yes,501,Level 1,0,-3,-9,0,,-4,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,43,CM2-S750,2080,No,330,Level 1,-13,-13,-16,-16,,-14,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,44,CM2-S750,2080,Yes,577,Level 1,-1,-2,-12,1,,-5,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,45,CM2-S750,2110,No,330,Level 1,-16,-16,-20,-20,,-17,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,59,Egypt,Egypt,46,CM2-S750,2110,Yes,643,Level 1,-1,-2,-15,0,,-6,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,1,GISS,Equilibrium,No,330,No,-35,-35,-35,-25,,-35,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,2,GISS,Equilibrium,Yes,555,No,-23,-24,-31,-8,,-26,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,3,GISS,Equilibrium,Yes,555,Level 1,-13,-13,-28,0,,-18,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,4,GISS,Equilibrium,Yes,555,Level 2,-6,-6,-14,0,,-9,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,5,GFDL,Equilibrium,No,330,No,-35,-35,-35,-25,,-35,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,6,GFDL,Equilibrium,Yes,555,No,-23,-24,-31,-8,,-26,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,7,GFDL,Equilibrium,Yes,555,Level 1,-13,-13,-28,0,,-18,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,8,GFDL,Equilibrium,Yes,555,Level 2,-6,-6,-14,0,,-9,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,9,UKMO,Equilibrium,No,330,No,-35,-35,-35,-25,,-35,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,10,UKMO,Equilibrium,Yes,555,No,-23,-24,-31,-8,,-26,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,11,UKMO,Equilibrium,Yes,555,Level 1,-13,-13,-28,0,,-18,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,12,UKMO,Equilibrium,Yes,555,Level 2,-6,-6,-14,0,,-9,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,25,CM3-A,2020,No,330,Level 1,-6,-6,-6,-6,,-6,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,26,CM3-A,2020,Yes,475,Level 1,0,-2,-2,2,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,27,CM3-A,2050,No,330,Level 1,-13,-13,-13,-13,,-13,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,28,CM3-A,2050,Yes,574,Level 1,-1,-2,-9,4,,-4,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,29,CM3-A,2080,No,330,Level 1,-24,-24,-24,-24,,-24,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,30,CM3-A,2080,Yes,712,Level 1,-7,-8,-18,-1,,-11,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,31,CM2-S550,2020,No,330,Level 1,-2,-2,-2,-2,,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,32,CM2-S550,2020,Yes,410,Level 1,2,0,-1,4,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,33,CM2-S550,2050,No,330,Level 1,-5,-5,-5,-5,,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,34,CM2-S550,2050,Yes,458,Level 1,1,0,-4,3,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,35,CM2-S550,2080,No,330,Level 1,-5,-5,-5,-5,,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,36,CM2-S550,2080,Yes,498,Level 1,3,0,-3,6,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,37,CM2-S550,2110,No,330,Level 1,-9,-9,-9,-9,,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,38,CM2-S550,2110,Yes,530,Level 1,1,-1,-6,5,,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,39,CM2-S750,2020,No,330,Level 1,-3,-3,-3,-3,,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,40,CM2-S750,2020,Yes,424,Level 1,1,-1,-2,3,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,41,CM2-S750,2050,No,330,Level 1,-5,-5,-5,-5,,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,42,CM2-S750,2050,Yes,501,Level 1,3,0,-3,6,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,43,CM2-S750,2080,No,330,Level 1,-9,-9,-9,-9,,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,44,CM2-S750,2080,Yes,577,Level 1,3,2,-5,8,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,45,CM2-S750,2110,No,330,Level 1,-10,-10,-10,-10,,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Kenya,Kenya,46,CM2-S750,2110,Yes,643,Level 1,5,4,-5,10,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,1,GISS,Equilibrium,No,330,No,-25,-15,-25,-30,,-22,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,2,GISS,Equilibrium,Yes,555,No,-13,-4,-21,-13,,-13,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,3,GISS,Equilibrium,Yes,555,Level 1,-3,4,-18,-5,,-6,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,4,GISS,Equilibrium,Yes,555,Level 2,-1,4,-9,-2,,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,5,GFDL,Equilibrium,No,330,No,-35,-25,-35,-40,,-32,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,6,GFDL,Equilibrium,Yes,555,No,-23,-14,-31,-23,,-23,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,7,GFDL,Equilibrium,Yes,555,Level 1,-13,-6,-28,-15,,-16,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,8,GFDL,Equilibrium,Yes,555,Level 2,-6,-3,-14,-7,,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,9,UKMO,Equilibrium,No,330,No,-25,-15,-25,-30,,-22,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,10,UKMO,Equilibrium,Yes,555,No,-13,-4,-21,-13,,-13,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,11,UKMO,Equilibrium,Yes,555,Level 1,-3,4,-18,-5,,-6,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,12,UKMO,Equilibrium,Yes,555,Level 2,-1,4,-9,-2,,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,25,CM3-A,2020,No,330,Level 1,-16,-16,-16,-16,,-16,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,26,CM3-A,2020,Yes,475,Level 1,-10,-12,-12,-8,,-11,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,27,CM3-A,2050,No,330,Level 1,-23,-23,-23,-23,,-23,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,28,CM3-A,2050,Yes,574,Level 1,-11,-12,-19,-6,,-14,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,29,CM3-A,2080,No,330,Level 1,-34,-34,-34,-34,,-34,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,30,CM3-A,2080,Yes,712,Level 1,-17,-18,-28,-11,,-21,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,31,CM2-S550,2020,No,330,Level 1,-12,-12,-12,-12,,-12,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,32,CM2-S550,2020,Yes,410,Level 1,-7,-9,-10,-5,,-9,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,33,CM2-S550,2050,No,330,Level 1,-15,-15,-15,-15,,-15,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,34,CM2-S550,2050,Yes,458,Level 1,-7,-10,-13,-4,,-10,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,35,CM2-S550,2080,No,330,Level 1,-15,-15,-15,-15,,-15,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,36,CM2-S550,2080,Yes,498,Level 1,-4,-5,-12,-1,,-7,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,37,CM2-S550,2110,No,330,Level 1,-19,-19,-19,-19,,-19,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,38,CM2-S550,2110,Yes,530,Level 1,-9,-11,-16,-5,,-12,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,39,CM2-S750,2020,No,330,Level 1,-13,-13,-13,-13,,-13,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,40,CM2-S750,2020,Yes,424,Level 1,-9,-11,-12,-7,,-11,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,41,CM2-S750,2050,No,330,Level 1,-15,-15,-15,-15,,-15,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,42,CM2-S750,2050,Yes,501,Level 1,-7,-10,-13,-4,,-10,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,43,CM2-S750,2080,No,330,Level 1,-19,-19,-19,-19,,-19,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,44,CM2-S750,2080,Yes,577,Level 1,-7,-8,-15,-2,,-10,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,45,CM2-S750,2110,No,330,Level 1,-20,-20,-20,-20,,-20,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,159,Nigeria,Nigeria,46,CM2-S750,2110,Yes,643,Level 1,-5,-6,-15,0,,-9,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,901,Afr. Oil Exporters,Africa 1,1,GISS,Equilibrium,No,330,No,-35,-35,-20,-15,,-30,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
